iteration,p1score,p2score,p1score,p2score,p1score,p2score,p1score,p2score,p1score,p2score,p1score,p2score,p1score,p2score,p1score,p2score,p1score,p2score,p1score,p2score
6005,90,90,80,100,90,90,80,80,90,70,80,60,70,70,60,80,50,70,40,60
6006,110,110,100,100,90,110,80,100,70,110,60,100,70,90,60,100,50,110,40,100
6007,110,110,100,120,90,110,100,120,110,110,100,120,90,110,80,100,90,110,100,100
6008,110,90,100,100,90,90,100,80,90,90,80,100,90,90,100,80,90,70,100,80
6009,90,90,80,80,90,90,80,100,70,90,80,80,90,70,80,60,70,50,80,40
6010,90,90,100,100,90,90,80,100,90,110,100,100,90,90,80,80,70,70,60,60
6011,110,110,120,100,110,90,120,80,130,70,120,60,110,70,120,60,110,70,100,60
6012,110,90,100,80,90,70,80,60,70,50,60,60,50,50,40,40,50,50,60,60
6013,110,90,100,80,90,90,80,80,70,70,60,60,50,50,40,40,30,30,20,20
6014,90,90,100,80,90,70,100,60,90,70,80,60,90,50,100,40,110,50,100,60
6015,110,90,100,80,110,70,100,80,90,70,80,80,90,70,80,60,70,70,60,60
6016,90,90,80,100,90,90,100,100,110,110,120,100,110,90,120,80,110,70,120,60
6017,90,110,80,120,70,110,60,100,70,110,60,100,50,90,60,80,70,90,60,80
6018,90,110,80,100,70,90,80,100,70,90,60,80,50,90,40,100,50,110,40,100
6019,90,110,80,100,70,90,80,100,70,90,80,80,70,70,60,80,70,70,60,60
6020,110,110,100,100,90,90,80,100,90,90,80,80,90,70,80,60,70,50,60,60
6021,110,90,100,80,110,90,100,100,90,90,80,80,70,90,60,80,50,70,60,60
6022,110,90,100,80,90,70,100,60,90,50,100,60,110,50,100,40,90,50,80,60
6023,110,90,100,80,90,90,80,80,70,90,60,80,50,90,40,100,30,90,40,80
6024,90,110,80,100,90,90,80,80,90,70,80,80,90,70,100,60,90,50,100,40
6025,90,90,100,100,90,110,80,100,70,110,60,100,70,90,60,100,50,90,40,80
6026,110,110,120,120,110,110,100,100,110,90,120,100,130,90,120,80,110,70,100,60
6027,90,90,100,100,110,110,100,120,110,110,100,100,90,90,80,80,70,70,60,60
6028,90,90,80,80,70,70,60,80,50,90,40,100,30,90,40,80,30,70,40,80
6029,90,90,100,80,90,90,80,100,90,90,80,80,70,70,80,80,70,70,60,60
6030,110,110,100,100,90,90,80,100,70,90,60,80,70,70,60,80,70,70,60,60
6031,90,110,80,100,70,90,60,80,50,90,60,80,70,70,80,60,70,70,80,60
6032,90,90,100,80,110,70,100,60,90,70,80,60,90,50,80,60,70,50,80,60
6033,90,90,80,80,70,70,60,80,70,90,60,80,70,70,60,80,50,90,40,100
6034,90,90,80,80,70,70,80,80,70,70,80,60,90,50,80,40,70,50,60,40
6035,90,90,80,80,70,70,60,60,50,70,40,80,30,70,40,60,30,50,20,40
6036,90,110,100,100,90,90,100,80,110,70,100,60,90,50,80,40,90,50,80,40
6037,90,90,100,80,110,70,120,80,110,70,120,60,130,50,120,60,110,70,120,60
6038,110,110,100,120,90,110,100,100,90,110,80,100,90,110,80,100,70,90,80,80
6039,90,90,80,100,70,90,80,80,70,90,60,100,70,90,60,80,50,70,40,80
6040,90,90,100,80,90,70,80,60,70,50,60,40,50,30,40,20,30,10,20,20
6041,110,90,100,80,90,90,100,80,110,90,120,80,130,70,120,80,110,70,100,80
6042,110,90,100,100,90,110,80,120,90,110,80,100,70,90,60,80,50,70,40,60
6043,110,90,100,80,110,90,100,100,90,90,80,80,70,90,60,100,50,90,40,80
6044,110,90,100,100,110,110,100,120,90,110,80,100,70,90,60,80,50,90,60,100
6045,110,90,100,80,90,70,80,60,70,50,60,60,70,70,80,80,70,90,60,80
6046,110,90,100,80,90,70,80,60,70,70,60,60,70,50,60,60,50,50,40,40
6047,90,110,80,100,70,110,60,100,70,110,80,100,70,110,80,100,70,90,60,100
6048,90,90,100,80,90,70,100,60,90,50,80,60,90,70,80,60,70,70,60,60
6049,110,90,100,80,110,70,120,80,110,70,100,60,90,70,80,80,90,70,80,60
6050,90,90,80,100,70,110,60,120,50,110,40,100,30,90,40,100,30,90,20,80
6051,90,110,80,120,90,110,80,100,70,110,60,100,50,90,60,80,70,70,60,60
6052,110,90,120,80,110,70,100,60,110,50,100,40,90,30,100,20,90,10,80,0
6053,90,90,80,80,90,90,80,100,90,110,100,120,90,130,80,120,90,130,80,120
6054,90,90,100,100,90,110,80,120,70,110,80,100,70,110,60,100,50,90,40,100
6055,90,110,80,100,70,90,60,100,50,90,40,80,50,70,40,60,30,50,20,40
6056,90,90,100,100,90,90,80,80,90,70,80,60,90,50,80,60,70,50,60,40
6057,110,90,100,80,110,70,100,80,110,70,100,60,110,50,100,40,90,30,80,20
6058,90,110,100,100,90,110,80,100,70,90,60,80,50,90,40,100,50,90,40,80
6059,90,90,100,80,110,70,100,60,90,50,100,40,110,50,100,40,90,30,80,20
6060,110,90,100,100,90,110,80,120,70,110,80,120,70,110,60,100,50,90,40,100
6061,110,110,100,100,110,110,120,120,110,130,100,140,90,150,100,160,110,170,100,180
6062,110,90,100,100,90,110,100,100,110,110,120,100,130,90,120,100,130,90,140,80
6063,90,110,100,100,90,90,80,80,70,90,60,80,70,70,60,60,70,70,60,60
6064,110,90,120,80,110,70,100,60,110,50,100,40,90,30,80,40,70,30,60,20
6065,110,90,100,80,110,90,100,80,90,70,100,80,110,70,120,60,110,50,100,40
6066,110,90,120,100,130,90,120,100,110,110,100,100,90,110,80,100,70,90,80,80
6067,90,110,80,100,70,110,60,120,50,110,40,100,30,90,20,80,10,70,0,60
6068,90,90,100,80,110,70,100,80,90,70,100,60,90,50,80,40,70,50,60,40
6069,90,90,100,80,110,90,100,80,110,70,100,80,110,70,100,80,110,70,120,60
6070,110,90,100,80,90,90,80,80,70,70,60,60,70,50,60,40,50,50,40,60
6071,90,90,80,80,70,70,80,80,70,70,60,80,50,70,40,60,30,70,20,60
6072,90,90,80,80,70,70,80,60,70,50,80,40,70,50,80,60,70,50,80,60
6073,90,110,100,100,90,90,80,100,70,90,80,100,70,110,60,120,50,110,40,100
6074,110,90,120,100,110,90,100,100,90,90,80,100,90,90,80,80,70,70,80,60
6075,90,110,80,100,70,90,60,80,50,70,40,60,50,50,60,40,50,30,60,40
6076,90,110,80,100,70,90,60,100,50,90,40,80,30,90,20,80,10,70,0,80
6077,110,110,100,100,110,90,100,100,90,110,80,100,90,90,80,100,90,110,80,100
6078,110,110,100,120,110,110,100,100,110,90,100,80,90,70,100,60,90,70,80,60
6079,90,90,80,80,70,70,60,60,50,50,60,60,70,50,60,40,70,30,80,20
6080,90,110,80,120,90,130,80,120,70,110,60,100,50,90,40,80,50,90,40,100
6081,90,90,80,80,90,70,80,60,70,50,80,40,90,30,100,20,90,30,100,20
6082,110,90,100,80,110,70,120,60,110,50,100,40,90,30,100,20,90,10,80,0
6083,90,110,100,120,90,130,80,120,70,130,60,120,70,110,80,120,70,130,80,140
6084,90,90,80,100,70,110,60,100,50,90,40,100,30,90,40,100,30,90,40,80
6085,110,90,100,80,110,70,120,60,110,70,100,60,110,70,100,60,90,70,80,60
6086,90,90,80,80,70,70,60,60,50,70,40,60,30,70,20,60,10,70,0,60
6087,90,110,80,100,70,90,60,80,50,70,60,80,50,70,60,80,50,70,40,60
6088,90,90,80,80,70,70,60,60,70,50,60,40,70,30,60,40,50,30,60,40
6089,90,90,100,80,90,90,100,80,90,70,80,60,70,70,60,60,50,50,60,40
6090,110,110,100,100,110,90,100,80,90,70,80,60,70,50,80,40,90,30,80,40
6091,110,90,100,100,90,90,80,100,90,90,80,80,90,90,80,100,70,110,60,100
6092,90,90,80,80,70,90,80,80,70,90,60,80,50,90,60,80,50,90,40,100
6093,110,110,100,100,90,110,80,100,70,90,60,80,70,90,60,80,50,90,60,80
6094,90,90,80,80,70,90,60,80,50,90,40,100,30,90,20,100,10,90,0,80
6095,90,90,80,100,70,90,60,100,50,110,60,100,70,110,60,120,50,110,60,100
6096,90,90,100,80,90,90,80,80,70,70,60,60,50,50,40,40,30,30,40,20
6097,110,110,100,120,90,110,80,100,70,110,60,100,70,90,60,80,50,70,40,60
6098,110,90,100,80,90,90,80,100,70,110,60,120,50,110,60,120,50,110,60,120
6099,90,90,80,80,70,90,60,100,50,90,60,100,50,90,40,80,30,70,20,60
6100,110,110,100,100,90,90,100,100,90,90,100,100,90,110,80,100,90,110,80,100
6101,90,90,80,80,90,70,80,60,70,50,80,40,70,30,60,20,50,30,40,40
6102,90,90,80,100,70,110,80,100,70,90,60,80,50,90,60,100,50,110,60,120
6103,90,90,100,100,110,110,120,120,110,130,120,120,130,110,140,100,150,110,140,100
6104,110,90,120,100,110,90,120,80,110,90,100,80,90,90,80,100,70,110,60,120
6105,110,110,100,100,90,110,80,120,90,110,80,100,70,90,60,80,70,70,60,60
6106,90,110,80,100,90,90,100,80,90,90,80,80,70,90,60,80,50,70,60,80
6107,90,110,80,100,70,90,60,80,50,70,60,80,70,70,80,60,70,70,60,60
6108,90,90,100,100,110,90,120,100,110,90,120,100,110,90,100,80,90,70,80,60
6109,110,90,120,80,110,70,100,80,90,70,80,60,70,50,60,40,50,30,60,20
6110,110,90,100,80,110,90,100,80,90,90,80,100,70,110,60,100,50,90,40,100
6111,90,90,100,100,90,110,80,100,70,90,60,100,50,90,60,100,50,90,60,80
6112,90,110,80,120,70,110,80,100,70,90,60,80,50,70,60,60,70,50,60,60
6113,90,90,80,100,90,90,80,100,70,90,60,80,50,90,40,80,30,70,40,60
6114,90,110,100,120,110,110,120,120,110,110,120,100,110,110,120,100,130,90,120,80
6115,90,90,80,80,70,90,80,80,70,90,60,80,50,90,40,80,30,90,20,100
6116,90,110,100,120,90,110,80,100,70,90,80,80,70,70,60,80,70,70,80,60
6117,90,90,100,80,90,70,100,80,110,70,100,80,90,90,100,100,110,90,100,80
6118,110,110,100,100,90,90,80,80,90,90,80,80,90,90,80,80,90,70,80,60
6119,90,110,100,100,110,90,100,100,110,90,100,80,90,90,80,100,70,90,80,80
6120,90,110,80,100,70,110,60,120,50,110,40,100,30,110,20,120,10,130,0,120
6121,90,90,80,100,90,90,80,80,70,90,60,80,70,70,60,60,70,70,60,80
6122,90,110,80,100,70,90,60,80,50,90,40,80,30,70,20,60,10,70,20,80
6123,90,90,80,80,70,70,80,80,70,90,60,80,50,70,40,60,30,50,20,40
6124,90,90,80,80,90,70,100,60,110,70,100,60,110,70,120,60,130,70,120,60
6125,90,90,80,100,70,90,80,80,70,70,60,60,50,70,40,60,30,70,20,60
6126,110,90,100,80,90,90,100,100,90,90,80,80,70,70,80,60,70,50,80,40
6127,110,90,120,80,130,70,140,60,130,50,140,60,130,50,140,40,150,30,140,40
6128,90,90,80,80,70,70,60,80,50,90,40,80,30,90,40,80,30,70,20,60
6129,90,90,100,80,90,70,80,60,70,70,80,80,70,70,80,80,70,70,60,60
6130,110,90,100,100,110,90,120,80,130,70,140,60,150,50,160,60,150,70,160,80
6131,90,90,80,100,70,90,60,80,50,70,40,60,30,50,20,40,30,30,20,20
6132,110,110,100,100,90,110,80,120,70,130,60,140,50,130,40,120,30,110,40,100
6133,90,90,100,100,110,110,100,120,90,130,100,140,110,130,100,140,110,130,120,120
6134,110,110,100,120,90,110,100,100,90,90,80,80,70,70,60,80,70,70,60,60
6135,110,90,100,80,110,90,100,80,90,90,80,80,70,70,60,60,70,50,60,40
6136,90,110,80,120,70,110,60,120,50,110,60,100,50,90,40,100,30,110,40,100
6137,90,110,100,120,110,130,120,140,110,130,100,120,90,110,80,100,70,90,60,80
6138,90,110,100,100,90,90,80,80,70,70,60,60,50,50,40,40,30,30,20,20
6139,90,90,80,100,70,90,60,100,50,90,60,100,50,90,40,100,30,90,40,80
6140,90,90,80,80,90,70,80,60,70,50,60,40,50,30,60,40,70,30,80,40
6141,90,110,80,100,70,110,60,120,70,110,60,100,50,110,60,100,50,90,40,80
6142,110,90,100,80,90,70,80,60,70,70,80,60,90,50,100,40,110,30,120,20
6143,90,110,100,120,110,110,100,100,90,110,80,120,70,110,80,100,90,110,80,100
6144,90,110,80,100,70,110,80,100,90,90,80,100,70,110,80,120,70,110,80,100
6145,110,90,100,80,90,90,100,100,90,90,100,100,110,90,100,80,90,90,100,80
6146,90,110,100,120,110,110,100,120,90,130,80,120,70,130,60,140,70,130,60,140
6147,90,90,100,100,90,90,100,80,110,70,120,80,110,70,100,60,90,50,100,60
6148,90,110,80,120,70,130,60,120,70,130,60,140,50,150,40,140,30,150,20,160
6149,90,90,80,80,70,70,60,60,50,50,40,40,50,30,40,40,30,50,40,60
6150,110,90,100,80,110,70,100,60,90,50,80,40,70,50,80,40,70,30,80,20
6151,110,90,100,80,90,90,80,80,70,70,80,60,90,50,80,40,70,30,60,40
6152,90,90,80,100,90,110,80,120,70,110,60,100,50,90,60,80,50,70,60,80
6153,110,90,100,80,90,90,100,80,90,70,100,80,110,70,100,60,90,70,80,80
6154,110,90,100,80,110,70,100,60,90,50,80,60,90,50,100,40,110,50,100,40
6155,90,90,80,100,70,110,60,100,50,90,40,80,30,90,20,80,10,70,20,80
6156,110,110,120,100,110,90,100,80,110,90,120,80,110,90,100,100,90,90,100,80
6157,110,90,100,80,110,90,100,80,90,70,80,80,90,70,80,60,70,50,60,40
6158,90,110,80,100,70,90,80,80,90,70,100,60,90,50,80,40,70,50,60,60
6159,90,110,80,120,70,110,80,100,70,90,60,80,50,70,40,60,30,50,20,60
6160,110,90,100,100,110,90,100,80,110,70,100,60,90,50,80,40,70,50,60,60
6161,90,110,100,100,110,110,120,100,110,110,100,120,90,110,80,120,70,110,60,120
6162,90,110,80,120,70,110,60,100,50,90,40,80,30,90,20,100,10,90,20,80
6163,90,110,80,100,70,90,80,100,70,90,80,100,90,90,80,80,70,70,60,80
6164,90,110,80,120,70,110,80,100,90,90,100,100,110,110,120,120,110,110,100,100
6165,110,90,120,80,110,70,100,60,110,70,120,80,130,70,120,60,110,50,100,60
6166,90,90,100,100,110,90,100,80,90,90,80,100,70,90,80,80,70,70,60,60
6167,90,90,80,100,70,90,60,80,50,70,40,60,50,50,60,40,50,50,40,40
6168,90,110,80,100,70,110,60,100,50,110,60,100,50,90,40,80,30,70,40,60
6169,90,90,100,80,90,90,80,100,70,110,60,100,70,90,80,80,70,70,80,80
6170,90,90,80,80,70,70,80,60,90,70,100,60,90,70,80,60,90,70,80,60
6171,90,90,80,80,70,90,60,100,70,90,60,80,50,70,60,60,70,50,60,40
6172,90,90,80,80,90,90,80,80,90,70,80,60,70,70,60,80,50,90,40,100
6173,110,110,120,100,110,90,100,100,110,110,100,100,90,90,100,80,110,90,100,80
6174,110,110,100,100,90,90,100,100,110,110,100,120,90,110,100,120,90,110,100,120
6175,90,110,80,100,90,90,80,80,70,70,60,60,50,70,40,60,50,50,40,60
6176,90,90,80,100,70,110,60,100,70,90,60,80,50,90,60,80,70,70,60,80
6177,110,90,120,100,110,90,100,80,90,70,80,60,90,50,100,40,90,50,80,40
6178,110,90,100,80,90,70,100,60,90,50,100,40,90,50,80,40,70,30,60,20
6179,90,110,80,100,90,110,100,100,90,90,100,100,110,90,100,80,90,90,80,100
6180,90,90,100,80,110,70,100,60,90,50,80,40,90,30,80,20,70,10,80,0
6181,110,90,120,80,110,70,100,80,90,90,80,100,90,90,100,80,90,70,80,80
6182,90,90,100,80,90,90,80,100,90,90,80,100,70,110,60,100,50,90,40,100
6183,90,90,80,80,90,90,80,80,90,70,80,60,70,50,80,40,70,50,60,60
6184,90,110,80,100,90,90,80,100,70,110,80,100,70,90,60,80,50,70,40,80
6185,90,110,80,100,70,90,60,80,70,70,60,80,50,70,40,60,30,50,20,60
6186,110,90,120,80,130,90,120,80,130,70,120,80,110,90,120,80,130,90,120,80
6187,110,90,100,80,90,70,80,60,70,50,80,40,70,30,60,40,50,50,40,60
6188,90,110,80,100,90,110,80,100,70,90,60,80,50,90,60,80,50,70,40,80
6189,110,110,100,100,110,90,100,80,90,70,80,80,70,90,80,80,90,70,80,60
6190,110,90,100,100,90,90,80,100,70,90,60,80,70,70,60,80,70,70,60,60
6191,90,90,80,80,90,70,80,60,90,50,80,40,70,50,60,60,50,50,60,60
6192,90,90,100,80,90,70,100,60,110,70,100,80,90,70,80,80,90,90,80,100
6193,90,90,80,100,70,110,60,100,50,90,60,80,50,90,40,100,30,90,20,80
6194,90,90,80,80,70,90,60,100,50,110,40,100,50,90,40,80,50,90,40,80
6195,110,90,100,80,110,70,120,80,110,70,120,60,110,70,120,60,110,70,100,60
6196,90,90,100,80,90,70,80,60,90,50,80,40,70,30,60,40,50,30,60,20
6197,90,90,80,100,90,90,80,80,90,70,100,60,90,50,80,60,90,50,80,40
6198,90,110,100,100,90,90,100,80,90,70,80,60,70,50,80,60,90,70,100,80
6199,90,90,100,80,90,70,80,60,70,50,80,60,70,70,60,80,70,70,60,60
6200,110,110,100,100,110,90,100,80,90,70,80,80,70,90,60,80,70,70,80,80
6201,90,110,80,100,70,90,60,80,70,70,60,80,50,70,40,80,50,70,40,60
6202,90,90,100,100,90,90,80,80,70,70,60,60,70,70,60,80,50,90,40,80
6203,90,110,80,100,90,110,80,100,90,110,100,100,90,90,80,80,90,70,80,60
6204,90,90,80,100,70,110,60,120,50,130,60,140,50,130,40,120,50,110,40,100
6205,90,110,80,120,70,110,60,100,50,90,60,80,50,90,40,80,50,90,60,100
6206,90,110,80,120,70,130,60,140,50,150,40,160,50,150,40,140,30,150,20,140
6207,110,90,100,80,110,70,120,60,110,50,120,60,110,70,100,80,90,70,80,80
6208,90,90,100,80,90,90,80,80,70,70,80,80,70,70,60,60,50,50,60,60
6209,90,90,100,100,90,90,80,80,70,90,60,80,50,90,60,100,70,110,60,100
6210,90,90,80,80,70,70,60,60,50,50,40,40,50,30,60,20,50,10,60,0
6211,110,90,100,80,90,90,80,100,90,90,100,100,90,90,80,100,90,90,100,100
6212,90,90,80,80,90,70,80,80,90,90,80,80,90,70,80,80,70,70,60,60
6213,90,110,80,100,70,110,60,100,50,90,40,80,30,70,40,60,30,50,20,60
6214,90,90,100,80,90,70,80,60,70,50,60,60,50,50,60,40,50,30,40,20
6215,90,90,100,80,90,70,80,60,70,50,80,60,90,50,80,40,70,30,80,20
6216,90,90,80,80,70,70,60,60,70,50,60,40,70,50,60,40,70,30,60,20
6217,110,90,100,80,110,70,100,60,90,50,80,60,70,50,60,40,50,30,40,20
6218,90,110,100,100,90,110,100,120,90,130,80,120,70,130,60,120,50,130,40,120
6219,110,90,120,100,110,90,100,80,90,90,80,100,70,110,60,100,50,90,40,100
6220,90,90,100,80,90,70,100,80,90,70,80,60,70,70,60,60,50,50,40,40
6221,90,90,80,80,70,70,60,60,70,50,60,40,70,30,60,20,50,30,60,20
6222,90,110,80,100,90,110,80,100,70,90,60,80,50,90,60,100,70,90,80,100
6223,90,110,80,100,70,110,80,120,70,110,60,120,70,130,60,120,70,110,80,100
6224,90,90,80,100,70,90,60,80,50,70,60,80,50,90,40,80,30,70,20,60
6225,90,90,100,100,90,90,80,80,70,70,80,80,70,70,80,60,90,50,80,40
6226,90,90,80,100,70,90,60,80,50,90,40,80,30,70,20,80,10,70,0,60
6227,110,90,100,100,110,90,100,80,90,90,80,100,70,110,60,120,50,110,60,100
6228,90,110,80,100,90,90,80,100,90,90,80,80,90,70,80,60,70,70,80,80
6229,110,110,120,120,130,130,120,120,110,130,100,120,110,130,100,120,90,110,80,120
6230,90,90,80,100,90,90,80,100,70,110,60,100,50,90,40,80,30,90,40,80
6231,90,90,80,80,90,90,80,80,90,70,80,60,70,50,80,40,70,30,80,20
6232,110,90,100,80,90,70,80,80,70,70,60,60,70,70,60,60,50,50,40,40
6233,90,110,80,100,70,90,80,100,70,90,60,100,50,90,40,80,50,90,40,80
6234,90,110,100,120,110,110,100,120,90,130,80,120,70,110,80,120,70,110,60,120
6235,90,90,100,80,90,90,80,100,70,90,80,80,70,70,80,60,90,50,80,60
6236,90,90,100,100,110,110,100,120,110,130,100,140,90,130,100,120,90,110,80,100
6237,90,90,80,80,70,90,60,100,50,90,40,80,30,70,20,80,30,70,20,80
6238,90,90,80,80,70,70,80,60,70,70,60,60,50,70,40,60,30,50,20,40
6239,90,110,80,100,90,90,80,100,70,90,80,100,70,110,60,100,50,110,40,100
6240,90,110,80,100,90,90,100,80,90,90,80,100,90,110,80,120,70,110,60,120
6241,110,90,100,100,90,90,100,80,90,90,80,80,70,90,60,80,50,70,60,60
6242,90,110,80,100,90,110,80,100,90,110,100,100,110,90,100,80,90,90,100,80
6243,110,90,100,100,90,90,80,80,70,70,80,60,90,70,80,60,70,70,60,60
6244,90,90,100,80,90,90,80,80,70,70,80,60,90,50,80,40,70,30,80,20
6245,90,90,80,100,90,110,80,100,90,90,80,100,70,90,60,100,50,90,60,100
6246,110,90,120,100,130,90,120,80,130,70,140,60,130,50,120,40,110,50,100,60
6247,110,90,100,100,110,90,100,80,110,90,120,80,130,70,120,80,110,70,100,60
6248,90,90,80,80,70,90,60,80,50,90,60,80,50,70,40,60,30,50,20,40
6249,110,90,100,80,90,90,100,80,110,70,100,80,90,90,100,80,110,70,100,60
6250,110,90,120,100,110,90,120,80,130,70,120,60,110,50,100,40,110,30,100,40
6251,110,110,100,120,90,110,100,120,90,130,80,140,70,130,60,120,50,110,40,100
6252,110,90,120,100,130,90,140,80,130,70,140,60,130,50,140,40,130,50,120,40
6253,110,90,120,80,110,70,100,80,90,90,80,80,70,70,60,80,50,70,60,60
6254,90,90,80,100,70,90,60,80,70,70,60,80,50,70,40,80,30,90,20,100
6255,110,110,120,100,110,90,100,80,110,90,120,80,110,70,120,60,110,50,100,60
6256,90,90,80,80,70,70,80,60,70,70,80,80,90,70,80,60,70,70,60,60
6257,90,90,80,80,90,70,80,60,70,50,60,40,50,30,40,40,50,50,40,40
6258,110,110,100,100,90,90,80,100,70,90,80,80,90,90,100,80,90,70,100,80
6259,90,90,80,80,70,70,60,80,50,70,40,80,30,70,40,60,30,70,20,60
6260,110,90,100,80,90,90,80,80,70,70,60,60,70,50,80,60,90,70,100,80
6261,90,110,80,100,70,110,80,120,70,110,80,120,70,130,80,120,70,110,60,100
6262,90,90,80,80,70,70,60,60,50,50,40,40,50,30,40,20,30,30,20,40
6263,110,90,120,80,110,90,100,80,110,70,100,80,90,70,100,60,90,70,80,80
6264,90,90,80,80,70,70,80,60,70,50,60,40,50,30,40,20,30,30,40,40
6265,110,90,100,80,110,70,120,60,110,50,120,40,130,30,140,40,130,30,120,20
6266,90,90,80,80,90,90,100,80,90,70,80,60,90,50,80,40,70,30,60,20
6267,90,90,100,80,110,70,100,80,90,70,80,60,70,50,60,60,50,50,40,40
6268,110,90,120,100,110,90,100,80,90,70,80,60,90,50,100,40,90,30,80,20
6269,110,90,100,80,90,90,100,80,110,70,100,60,90,50,80,40,90,30,80,40
6270,90,90,80,100,70,110,60,100,70,90,60,80,50,90,60,100,50,90,60,100
6271,110,90,100,80,90,70,80,60,70,70,60,60,50,70,40,80,30,70,40,80
6272,90,110,100,100,90,110,80,100,90,90,80,80,70,70,80,80,70,90,60,80
6273,90,110,80,120,70,110,60,120,50,110,60,100,50,90,40,100,50,90,60,100
6274,90,90,80,100,70,90,60,80,50,90,40,80,50,90,40,80,30,70,40,60
6275,90,90,80,80,70,90,60,80,50,70,40,80,30,70,40,60,50,50,40,40
6276,110,110,120,100,110,90,100,100,90,110,80,100,70,90,60,80,50,90,60,80
6277,110,90,100,100,90,110,80,100,70,90,60,80,50,70,40,60,30,50,20,40
6278,90,90,80,80,70,70,80,60,70,50,60,40,70,50,60,60,50,70,40,60
6279,110,90,100,80,110,70,120,60,130,70,140,60,130,50,120,40,130,30,120,20
6280,90,110,80,120,70,110,60,100,50,90,40,80,50,70,60,80,50,70,40,80
6281,90,110,80,120,90,110,80,100,70,110,60,100,50,110,60,100,50,90,40,80
6282,110,90,100,100,90,90,100,80,90,70,80,60,90,70,100,60,110,50,100,60
6283,90,90,80,100,70,90,60,100,70,90,60,80,50,90,60,100,50,90,40,80
6284,110,90,100,80,110,90,120,100,130,90,140,80,130,70,120,60,110,50,100,60
6285,90,90,80,80,90,70,100,60,110,50,100,40,90,50,100,40,90,50,100,60
6286,110,110,100,100,110,90,100,80,90,70,80,60,70,70,60,80,50,70,60,60
6287,90,90,80,80,90,90,80,80,70,70,60,60,70,50,80,40,70,30,80,40
6288,110,90,120,80,110,90,100,100,90,90,100,80,90,70,100,80,110,70,120,60
6289,90,110,80,100,70,90,80,80,70,90,80,80,70,70,60,60,70,50,60,40
6290,90,90,80,80,70,90,60,100,50,90,60,80,50,90,60,100,70,90,60,80
6291,110,90,100,80,90,70,100,80,110,90,100,80,110,70,100,60,110,50,100,40
6292,90,90,100,100,90,90,80,100,90,90,80,80,70,70,60,80,50,70,60,60
6293,110,90,100,80,110,70,100,60,110,70,100,80,110,70,120,80,130,90,120,100
6294,90,90,80,80,70,70,60,60,50,70,40,80,30,90,40,100,30,90,20,80
6295,90,90,100,80,110,70,100,60,110,50,100,40,90,30,80,20,70,30,60,20
6296,110,90,100,100,90,90,80,80,90,70,80,60,70,50,60,40,50,30,60,20
6297,110,110,120,100,110,110,120,120,110,110,100,100,90,110,80,120,70,110,60,100
6298,110,110,120,100,110,90,100,80,90,70,80,60,90,50,80,40,70,30,60,20
6299,90,110,80,120,90,110,80,100,90,90,80,100,70,110,80,100,70,110,60,100
6300,90,90,80,80,90,90,100,100,110,90,100,80,90,90,80,100,90,90,100,100
6301,90,90,80,80,90,90,100,80,90,70,80,80,70,70,60,60,50,50,40,40
6302,90,110,100,100,110,110,100,120,110,110,120,120,110,130,100,120,90,110,100,120
6303,90,110,80,120,70,110,60,100,50,90,40,80,50,90,40,80,50,70,40,60
6304,90,90,80,80,70,70,60,60,70,70,60,60,70,50,60,60,50,50,40,40
6305,110,90,120,100,130,90,120,80,110,70,100,60,90,50,80,40,70,30,80,40
6306,90,90,100,80,90,70,80,60,90,70,80,60,70,70,60,60,50,50,40,40
6307,90,110,80,100,90,110,80,100,70,110,60,100,70,110,60,100,70,90,60,80
6308,110,90,100,80,90,70,100,60,90,50,80,40,70,50,80,40,90,50,80,40
6309,90,90,80,80,90,70,80,60,70,70,60,60,70,50,60,60,70,50,60,60
6310,110,90,120,100,130,90,120,80,130,70,140,80,130,70,120,60,110,50,120,40
